pecha_id,source_batch,has_tsawa_layer,n_spans,n_isverse_true,n_isverse_false,n_isverse_missing,base_chars,tsawa_chars_sum,tsawa_chars_union,coverage_pct,avg_span_len,median_span_len,n_zero_length,n_inverted,n_out_of_bounds,n_overlap_pairs,n_spans_overlapping,parse_status,notes,opf_root,tsawa_path,base_path
I4FD99A33,new,True,79,77,2,0,293101,4267,4267,1.455812,54.013,29.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FD99A33.opf/I4FD99A33.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FD99A33.opf/I4FD99A33.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FD99A33.opf/I4FD99A33.opf/base/v001.txt
I4FDF07E7,new,True,55,54,1,0,10399,4972,4972,47.81229,90.4,77.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FDF07E7.opf/I4FDF07E7.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FDF07E7.opf/I4FDF07E7.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I4FDF07E7.opf/I4FDF07E7.opf/base/v001.txt
I5048861E,new,True,3,1,2,0,26999,164,164,0.60743,54.667,25.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I5048861E.opf/I5048861E.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I5048861E.opf/I5048861E.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I5048861E.opf/I5048861E.opf/base/v001.txt
I5134B437,new,True,219,213,6,0,336701,15404,15404,4.574979,70.338,61.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I5134B437.opf/I5134B437.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I5134B437.opf/I5134B437.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I5134B437.opf/I5134B437.opf/base/v001.txt
I518A01A8,new,False,0,0,0,0,290789,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I518A01A8.opf/I518A01A8.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I518A01A8.opf/I518A01A8.opf/base/v001.txt
I51B9FE5F,new,True,1,1,0,0,256065,145,145,0.056626,145.0,145.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I51B9FE5F.opf/I51B9FE5F.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I51B9FE5F.opf/I51B9FE5F.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I51B9FE5F.opf/I51B9FE5F.opf/base/v001.txt
I52248444,new,True,2,0,2,0,234035,94,94,0.040165,47.0,47.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I52248444.opf/I52248444.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I52248444.opf/I52248444.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I52248444.opf/I52248444.opf/base/v001.txt
I52F33C02,new,False,0,0,0,0,279669,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I52F33C02.opf/I52F33C02.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I52F33C02.opf/I52F33C02.opf/base/v001.txt
I54375004,new,False,0,0,0,0,111178,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I54375004.opf/I54375004.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I54375004.opf/I54375004.opf/base/v001.txt
I55D7A55C,new,False,0,0,0,0,30274,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I55D7A55C.opf/I55D7A55C.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I55D7A55C.opf/I55D7A55C.opf/base/v001.txt
I55E4B626,new,False,0,0,0,0,11441,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I55E4B626.opf/I55E4B626.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I55E4B626.opf/I55E4B626.opf/base/v001.txt
I575514A8,new,True,33,33,0,0,55550,3379,3379,6.082808,102.394,77.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I575514A8.opf/I575514A8.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I575514A8.opf/I575514A8.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I575514A8.opf/I575514A8.opf/base/v001.txt
I577D1677,new,False,0,0,0,0,37932,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I577D1677.opf/I577D1677.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I577D1677.opf/I577D1677.opf/base/v001.txt
I57BB7B28,new,False,0,0,0,0,583830,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I57BB7B28.opf/I57BB7B28.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I57BB7B28.opf/I57BB7B28.opf/base/v001.txt
I587B7DED,new,True,46,46,0,0,22518,5155,5155,22.892797,112.065,113.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I587B7DED.opf/I587B7DED.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I587B7DED.opf/I587B7DED.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I587B7DED.opf/I587B7DED.opf/base/v001.txt
I58E33EFF,new,False,0,0,0,0,12033,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I58E33EFF.opf/I58E33EFF.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I58E33EFF.opf/I58E33EFF.opf/base/v001.txt
I5AEEE5CA,new,False,0,0,0,0,499234,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I5AEEE5CA.opf/I5AEEE5CA.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I5AEEE5CA.opf/I5AEEE5CA.opf/base/v001.txt
I5BFCBB3F,new,True,2,0,2,0,17335,52,52,0.299971,26.0,26.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I5BFCBB3F.opf/I5BFCBB3F.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I5BFCBB3F.opf/I5BFCBB3F.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I5BFCBB3F.opf/I5BFCBB3F.opf/base/v001.txt
I5F5D9F5A,new,True,3,1,2,0,156989,446,446,0.284096,148.667,128.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I5F5D9F5A.opf/I5F5D9F5A.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I5F5D9F5A.opf/I5F5D9F5A.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I5F5D9F5A.opf/I5F5D9F5A.opf/base/v001.txt
I60D0ED54,new,True,2,0,2,0,21161,84,84,0.396957,42.0,42.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I60D0ED54.opf/I60D0ED54.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I60D0ED54.opf/I60D0ED54.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I60D0ED54.opf/I60D0ED54.opf/base/v001.txt
I617FDD1E,new,True,10,9,1,0,3076,734,734,23.862159,73.4,62.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I617FDD1E.opf/I617FDD1E.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I617FDD1E.opf/I617FDD1E.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I617FDD1E.opf/I617FDD1E.opf/base/v001.txt
I6193773E,new,False,0,0,0,0,38378,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6193773E.opf/I6193773E.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6193773E.opf/I6193773E.opf/base/v001.txt
I61AB8DA8,new,False,0,0,0,0,244959,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I61AB8DA8.opf/I61AB8DA8.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I61AB8DA8.opf/I61AB8DA8.opf/base/v001.txt
I62D7430C,new,True,58,58,0,0,28689,7410,7410,25.828715,127.759,118.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I62D7430C.opf/I62D7430C.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I62D7430C.opf/I62D7430C.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I62D7430C.opf/I62D7430C.opf/base/v001.txt
I6380CEC4,new,True,2,0,2,0,413240,80,80,0.019359,40.0,40.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6380CEC4.opf/I6380CEC4.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I6380CEC4.opf/I6380CEC4.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I6380CEC4.opf/I6380CEC4.opf/base/v001.txt
I64B5DDDD,new,False,0,0,0,0,166926,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I64B5DDDD.opf/I64B5DDDD.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I64B5DDDD.opf/I64B5DDDD.opf/base/v001.txt
I6A834445,new,False,0,0,0,0,58032,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6A834445.opf/I6A834445.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6A834445.opf/I6A834445.opf/base/v001.txt
I6D11E414,new,True,807,0,807,0,273482,22599,22599,8.263432,28.004,27.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6D11E414.opf/I6D11E414.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I6D11E414.opf/I6D11E414.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I6D11E414.opf/I6D11E414.opf/base/v001.txt
I6D4C317A,new,False,0,0,0,0,101431,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6D4C317A.opf/I6D4C317A.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6D4C317A.opf/I6D4C317A.opf/base/v001.txt
I6EFF9668,new,True,8,6,2,0,60112,821,821,1.365784,102.625,116.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6EFF9668.opf/I6EFF9668.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I6EFF9668.opf/I6EFF9668.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I6EFF9668.opf/I6EFF9668.opf/base/v001.txt
I6F43CD1F,new,True,1,0,1,0,14830,254,254,1.712744,254.0,254.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6F43CD1F.opf/I6F43CD1F.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I6F43CD1F.opf/I6F43CD1F.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I6F43CD1F.opf/I6F43CD1F.opf/base/v001.txt
I6F70ED49,new,False,0,0,0,0,711926,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6F70ED49.opf/I6F70ED49.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I6F70ED49.opf/I6F70ED49.opf/base/v001.txt
I74772DFF,new,True,7,3,4,0,189248,1516,1516,0.801065,216.571,42.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I74772DFF.opf/I74772DFF.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I74772DFF.opf/I74772DFF.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I74772DFF.opf/I74772DFF.opf/base/v001.txt
I750EAEE8,new,False,0,0,0,0,29488,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I750EAEE8.opf/I750EAEE8.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I750EAEE8.opf/I750EAEE8.opf/base/v001.txt
I786395B4,new,True,5,5,0,0,64332,1029,1029,1.599515,205.8,122.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I786395B4.opf/I786395B4.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I786395B4.opf/I786395B4.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I786395B4.opf/I786395B4.opf/base/v001.txt
I78C84F85,new,False,0,0,0,0,85602,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I78C84F85.opf/I78C84F85.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I78C84F85.opf/I78C84F85.opf/base/v001.txt
I7989272E,new,False,0,0,0,0,101174,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7989272E.opf/I7989272E.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7989272E.opf/I7989272E.opf/base/v001.txt
I79F57A79,new,False,0,0,0,0,160644,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I79F57A79.opf/I79F57A79.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I79F57A79.opf/I79F57A79.opf/base/v001.txt
I7A79CC95,new,False,0,0,0,0,739853,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7A79CC95.opf/I7A79CC95.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7A79CC95.opf/I7A79CC95.opf/base/v001.txt
I7C0B99BB,new,False,0,0,0,0,119011,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7C0B99BB.opf/I7C0B99BB.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7C0B99BB.opf/I7C0B99BB.opf/base/v001.txt
I7D476A8B,new,True,39,39,0,0,256893,6689,6689,2.603808,171.513,115.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7D476A8B.opf/I7D476A8B.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I7D476A8B.opf/I7D476A8B.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I7D476A8B.opf/I7D476A8B.opf/base/v001.txt
I7F5F640A,new,False,0,0,0,0,48342,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7F5F640A.opf/I7F5F640A.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I7F5F640A.opf/I7F5F640A.opf/base/v001.txt
I8006C360,new,False,0,0,0,0,66302,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8006C360.opf/I8006C360.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8006C360.opf/I8006C360.opf/base/v001.txt
I8062BDF5,new,True,2,0,2,0,24579,109,109,0.443468,54.5,54.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8062BDF5.opf/I8062BDF5.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I8062BDF5.opf/I8062BDF5.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I8062BDF5.opf/I8062BDF5.opf/base/v001.txt
I8222749E,new,False,0,0,0,0,15892,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8222749E.opf/I8222749E.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8222749E.opf/I8222749E.opf/base/v001.txt
I82AB29CD,new,False,0,0,0,0,19991,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I82AB29CD.opf/I82AB29CD.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I82AB29CD.opf/I82AB29CD.opf/base/v001.txt
I849C345E,new,True,3,3,0,0,234862,791,791,0.336794,263.667,311.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I849C345E.opf/I849C345E.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I849C345E.opf/I849C345E.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I849C345E.opf/I849C345E.opf/base/v001.txt
I85485484,new,True,1,1,0,0,5985,160,160,2.67335,160.0,160.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I85485484.opf/I85485484.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I85485484.opf/I85485484.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I85485484.opf/I85485484.opf/base/v001.txt
I85C28EDA,new,True,6,6,0,0,167221,2397,2397,1.433432,399.5,326.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I85C28EDA.opf/I85C28EDA.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I85C28EDA.opf/I85C28EDA.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I85C28EDA.opf/I85C28EDA.opf/base/v001.txt
I8698A1DF,new,True,156,154,2,0,96422,9565,9565,9.919935,61.314,30.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8698A1DF.opf/I8698A1DF.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I8698A1DF.opf/I8698A1DF.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I8698A1DF.opf/I8698A1DF.opf/base/v001.txt
I86E4558F,new,False,0,0,0,0,100958,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I86E4558F.opf/I86E4558F.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I86E4558F.opf/I86E4558F.opf/base/v001.txt
I881A57E8,new,True,1746,86,1660,0,123453,29147,29147,23.609795,16.703,8.0,1,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I881A57E8.opf/I881A57E8.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I881A57E8.opf/I881A57E8.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I881A57E8.opf/I881A57E8.opf/base/v001.txt
I88977D82,new,True,32,32,0,0,244713,7245,7245,2.960611,226.406,189.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I88977D82.opf/I88977D82.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I88977D82.opf/I88977D82.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I88977D82.opf/I88977D82.opf/base/v001.txt
I88CF073C,new,True,3,3,0,0,199779,5545,5545,2.775567,1848.333,1816.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I88CF073C.opf/I88CF073C.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I88CF073C.opf/I88CF073C.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I88CF073C.opf/I88CF073C.opf/base/v001.txt
I88DA3111,new,True,4,4,0,0,10195,479,479,4.698382,119.75,91.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I88DA3111.opf/I88DA3111.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I88DA3111.opf/I88DA3111.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I88DA3111.opf/I88DA3111.opf/base/v001.txt
I895C519A,new,True,123,14,109,0,19661,3298,3298,16.774325,26.813,9.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I895C519A.opf/I895C519A.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I895C519A.opf/I895C519A.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I895C519A.opf/I895C519A.opf/base/v001.txt
I8961718B,new,True,5,5,0,0,287997,792,792,0.275003,158.4,155.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8961718B.opf/I8961718B.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I8961718B.opf/I8961718B.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I8961718B.opf/I8961718B.opf/base/v001.txt
I8994AAB2,new,True,243,219,24,0,321927,59886,59886,18.602354,246.444,213.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8994AAB2.opf/I8994AAB2.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I8994AAB2.opf/I8994AAB2.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I8994AAB2.opf/I8994AAB2.opf/base/v001.txt
I8995895C,new,False,0,0,0,0,8212,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8995895C.opf/I8995895C.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8995895C.opf/I8995895C.opf/base/v001.txt
I8A57AE06,new,True,2,0,2,0,9702,52,52,0.535972,26.0,26.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8A57AE06.opf/I8A57AE06.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I8A57AE06.opf/I8A57AE06.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I8A57AE06.opf/I8A57AE06.opf/base/v001.txt
I8B49E87B,new,True,71,71,0,0,315392,3155,3155,1.000342,44.437,28.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8B49E87B.opf/I8B49E87B.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I8B49E87B.opf/I8B49E87B.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I8B49E87B.opf/I8B49E87B.opf/base/v001.txt
I8CEEFEFC,new,False,0,0,0,0,97625,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8CEEFEFC.opf/I8CEEFEFC.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8CEEFEFC.opf/I8CEEFEFC.opf/base/v001.txt
I8D5C7CB4,new,False,0,0,0,0,13210,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8D5C7CB4.opf/I8D5C7CB4.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8D5C7CB4.opf/I8D5C7CB4.opf/base/v001.txt
I8D6D2565,new,False,0,0,0,0,52135,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8D6D2565.opf/I8D6D2565.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8D6D2565.opf/I8D6D2565.opf/base/v001.txt
I8E747E8E,new,False,0,0,0,0,79652,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8E747E8E.opf/I8E747E8E.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8E747E8E.opf/I8E747E8E.opf/base/v001.txt
I8EC6D8E9,new,False,0,0,0,0,37575,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8EC6D8E9.opf/I8EC6D8E9.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I8EC6D8E9.opf/I8EC6D8E9.opf/base/v001.txt
I91949F99,new,True,2,0,2,0,256137,85,85,0.033185,42.5,42.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I91949F99.opf/I91949F99.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I91949F99.opf/I91949F99.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I91949F99.opf/I91949F99.opf/base/v001.txt
I920AA7AC,new,True,418,417,1,0,336116,59949,59949,17.835807,143.419,121.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I920AA7AC.opf/I920AA7AC.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I920AA7AC.opf/I920AA7AC.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I920AA7AC.opf/I920AA7AC.opf/base/v001.txt
I9434034F,new,False,0,0,0,0,42966,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9434034F.opf/I9434034F.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9434034F.opf/I9434034F.opf/base/v001.txt
I9658BC87,new,False,0,0,0,0,559981,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9658BC87.opf/I9658BC87.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9658BC87.opf/I9658BC87.opf/base/v001.txt
I968B73EB,new,False,0,0,0,0,116379,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I968B73EB.opf/I968B73EB.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I968B73EB.opf/I968B73EB.opf/base/v001.txt
I9779A606,new,True,18,11,7,0,320369,2815,2815,0.878674,156.389,88.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9779A606.opf/I9779A606.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I9779A606.opf/I9779A606.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I9779A606.opf/I9779A606.opf/base/v001.txt
I9779E60E,new,True,5,4,1,0,57331,558,558,0.973295,111.6,104.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9779E60E.opf/I9779E60E.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I9779E60E.opf/I9779E60E.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I9779E60E.opf/I9779E60E.opf/base/v001.txt
